[rank0 ~ rank127]
comm_type,comm_group,comm_group_size,msg_size,stage,dst,src,additional,_elapsed_time,algbw,busbw,count
CommType.broadcast,CommGroup.dp_group,128,327680000,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,141557760,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,10240,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,52428800,init,None,None,,None,None,None,1
