[rank0 ~ rank127]
comm_type,comm_group,comm_group_size,msg_size,stage,dst,src,additional,_elapsed_time,algbw,busbw,count
CommType.broadcast,CommGroup.dp_group,128,262144000,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,33554432,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,8192,init,None,None,,None,None,None,1
CommType.broadcast,CommGroup.dp_group,128,90177536,init,None,None,,None,None,None,1
